Job ID,Arrival,Burst,Priority,Start,End,Turn Around
2519,1265,94,2,125462,125556,124291
2520,1266,33,1,125556,125589,124323
2521,1267,12,3,125589,125601,124334
2522,1267,82,1,125601,125683,124416
2523,1268,21,3,125683,125704,124436
2524,1268,47,3,125704,125751,124483
2525,1269,39,3,125751,125790,124521
2526,1269,55,1,125790,125845,124576
2527,1269,39,3,125845,125884,124615
2528,1269,81,1,125884,125965,124696
2529,1269,7,1,125965,125972,124703
2530,1270,3,3,125972,125975,124705
2531,1271,69,1,125975,126044,124773
2532,1271,52,1,126044,126096,124825
2533,1271,41,3,126096,126137,124866
2534,1271,59,3,126137,126196,124925
2535,1271,27,3,126196,126223,124952
2536,1271,38,1,126223,126261,124990
2537,1272,87,3,126261,126348,125076
2538,1272,34,1,126348,126382,125110
2539,1272,47,1,126382,126429,125157
2540,1273,81,3,126429,126510,125237
2541,1273,10,1,126510,126520,125247
2542,1273,50,1,126520,126570,125297
2543,1273,2,3,126570,126572,125299
2544,1274,24,2,126572,126596,125322
2545,1274,94,2,126596,126690,125416
2546,1275,28,1,126690,126718,125443
2547,1276,59,2,126718,126777,125501
2548,1276,69,1,126777,126846,125570
2549,1276,82,3,126846,126928,125652
2550,1277,4,3,126928,126932,125655
2551,1278,20,2,126932,126952,125674
2552,1278,58,3,126952,127010,125732
2553,1279,68,3,127010,127078,125799
2554,1279,40,2,127078,127118,125839
2555,1279,49,3,127118,127167,125888
2556,1279,80,1,127167,127247,125968
2557,1280,48,2,127247,127295,126015
2558,1280,48,3,127295,127343,126063
2559,1281,28,1,127343,127371,126090
2560,1282,66,2,127371,127437,126155
2561,1282,70,1,127437,127507,126225
2562,1282,14,3,127507,127521,126239
2563,1282,79,2,127521,127600,126318
2564,1283,32,1,127600,127632,126349
2565,1283,31,1,127632,127663,126380
2566,1283,34,1,127663,127697,126414
2567,1283,66,1,127697,127763,126480
2568,1284,21,1,127763,127784,126500
2569,1285,36,1,127784,127820,126535
2570,1285,65,3,127820,127885,126600
2571,1285,3,3,127885,127888,126603
2572,1286,37,3,127888,127925,126639
2573,1286,63,2,127925,127988,126702
2574,1286,22,3,127988,128010,126724
2575,1286,11,3,128010,128021,126735
2576,1287,99,1,128021,128120,126833
2577,1287,88,3,128120,128208,126921
2578,1287,12,2,128208,128220,126933
2579,1288,52,3,128220,128272,126984
2580,1289,54,1,128272,128326,127037
2581,1289,44,3,128326,128370,127081
2582,1289,81,1,128370,128451,127162
2583,1290,27,1,128451,128478,127188
2584,1290,33,2,128478,128511,127221
2585,1291,22,1,128511,128533,127242
2586,1292,5,2,128533,128538,127246
2587,1293,2,1,128538,128540,127247
2588,1294,53,2,128540,128593,127299
2589,1294,52,2,128593,128645,127351
2590,1294,27,2,128645,128672,127378
2591,1294,90,3,128672,128762,127468
2592,1295,3,2,128762,128765,127470
2593,1296,66,1,128765,128831,127535
2594,1296,45,1,128831,128876,127580
2595,1296,98,1,128876,128974,127678
2596,1297,88,2,128974,129062,127765
2597,1298,25,3,129062,129087,127789
2598,1299,13,2,129087,129100,127801
2599,1300,73,1,129100,129173,127873
2600,1301,18,1,129173,129191,127890
2601,1301,86,1,129191,129277,127976
2602,1301,47,2,129277,129324,128023
2603,1302,8,3,129324,129332,128030
2604,1302,85,2,129332,129417,128115
2605,1303,45,1,129417,129462,128159
2606,1304,28,3,129462,129490,128186
2607,1304,98,3,129490,129588,128284
2608,1305,78,2,129588,129666,128361
2609,1306,43,3,129666,129709,128403
2610,1307,98,3,129709,129807,128500
2611,1308,42,1,129807,129849,128541
2612,1308,54,2,129849,129903,128595
2613,1308,49,3,129903,129952,128644
2614,1308,38,3,129952,129990,128682
2615,1308,31,3,129990,130021,128713
2616,1309,51,3,130021,130072,128763
2617,1310,29,3,130072,130101,128791
2618,1310,28,1,130101,130129,128819
2619,1310,32,3,130129,130161,128851
2620,1311,17,3,130161,130178,128867
2621,1312,93,1,130178,130271,128959
2622,1313,9,3,130271,130280,128967
2623,1314,88,1,130280,130368,129054
2624,1314,16,1,130368,130384,129070
2625,1315,11,2,130384,130395,129080
2626,1316,90,1,130395,130485,129169
2627,1317,76,3,130485,130561,129244
2628,1318,93,1,130561,130654,129336
2629,1318,8,1,130654,130662,129344
2630,1319,58,3,130662,130720,129401
2631,1319,79,1,130720,130799,129480
2632,1319,45,2,130799,130844,129525
2633,1319,12,1,130844,130856,129537
2634,1319,50,3,130856,130906,129587
2635,1319,78,3,130906,130984,129665
2636,1320,100,3,130984,131084,129764
2637,1321,8,2,131084,131092,129771
2638,1322,85,3,131092,131177,129855
2639,1323,85,1,131177,131262,129939
2640,1324,10,2,131262,131272,129948
2641,1325,12,2,131272,131284,129959
2642,1326,97,1,131284,131381,130055
2643,1327,95,1,131381,131476,130149
2644,1328,32,1,131476,131508,130180
2645,1328,86,1,131508,131594,130266
2646,1329,98,2,131594,131692,130363
2647,1330,43,1,131692,131735,130405
2648,1331,2,3,131735,131737,130406
2649,1332,68,3,131737,131805,130473
2650,1333,19,3,131805,131824,130491
2651,1334,32,2,131824,131856,130522
2652,1335,38,1,131856,131894,130559
2653,1336,40,1,131894,131934,130598
2654,1337,32,3,131934,131966,130629
2655,1337,86,3,131966,132052,130715
2656,1338,0,3,132052,132052,130714
2657,1338,71,3,132052,132123,130785
2658,1339,95,3,132123,132218,130879
2659,1339,22,3,132218,132240,130901
2660,1339,61,1,132240,132301,130962
2661,1339,23,3,132301,132324,130985
2662,1339,61,1,132324,132385,131046
2663,1339,71,2,132385,132456,131117
2664,1340,86,3,132456,132542,131202
2665,1341,13,3,132542,132555,131214
2666,1342,30,2,132555,132585,131243
2667,1343,39,1,132585,132624,131281
2668,1343,56,1,132624,132680,131337
2669,1343,81,1,132680,132761,131418
2670,1344,0,1,132761,132761,131417
2671,1344,71,1,132761,132832,131488
2672,1344,16,1,132832,132848,131504
2673,1345,92,2,132848,132940,131595
2674,1346,14,1,132940,132954,131608
2675,1347,81,3,132954,133035,131688
2676,1347,95,2,133035,133130,131783
2677,1348,25,2,133130,133155,131807
2678,1349,39,3,133155,133194,131845
2679,1349,2,1,133194,133196,131847
2680,1349,56,1,133196,133252,131903
2681,1349,21,3,133252,133273,131924
2682,1349,10,1,133273,133283,131934
2683,1349,39,1,133283,133322,131973
2684,1349,12,2,133322,133334,131985
2685,1349,48,3,133334,133382,132033
2686,1350,50,3,133382,133432,132082
2687,1350,41,1,133432,133473,132123
2688,1351,87,2,133473,133560,132209
2689,1352,69,1,133560,133629,132277
2690,1353,48,3,133629,133677,132324
2691,1353,55,3,133677,133732,132379
2692,1353,55,2,133732,133787,132434
2693,1354,24,2,133787,133811,132457
2694,1354,56,1,133811,133867,132513
2695,1354,87,3,133867,133954,132600
2696,1355,13,3,133954,133967,132612
2697,1355,22,1,133967,133989,132634
2698,1355,21,2,133989,134010,132655
2699,1355,10,3,134010,134020,132665
2700,1356,95,2,134020,134115,132759
2701,1357,14,3,134115,134129,132772
2702,1357,28,2,134129,134157,132800
2703,1357,98,1,134157,134255,132898
2704,1358,17,3,134255,134272,132914
2705,1358,80,3,134272,134352,132994
2706,1359,100,2,134352,134452,133093
2707,1359,35,3,134452,134487,133128
2708,1359,51,2,134487,134538,133179
2709,1360,53,2,134538,134591,133231
2710,1360,24,2,134591,134615,133255
2711,1361,17,1,134615,134632,133271
2712,1362,86,3,134632,134718,133356
2713,1362,34,2,134718,134752,133390
2714,1362,79,2,134752,134831,133469
2715,1363,40,1,134831,134871,133508
2716,1363,91,2,134871,134962,133599
2717,1363,34,2,134962,134996,133633
2718,1364,20,3,134996,135016,133652
2719,1365,55,3,135016,135071,133706
2720,1366,21,3,135071,135092,133726
2721,1367,33,1,135092,135125,133758
2722,1368,82,2,135125,135207,133839
2723,1369,5,2,135207,135212,133843
2724,1369,83,1,135212,135295,133926
2725,1369,76,2,135295,135371,134002
2726,1369,6,2,135371,135377,134008
2727,1370,22,2,135377,135399,134029
2728,1370,88,3,135399,135487,134117
2729,1370,72,3,135487,135559,134189
2730,1371,14,1,135559,135573,134202
2731,1372,74,2,135573,135647,134275
2732,1372,11,3,135647,135658,134286
2733,1373,30,3,135658,135688,134315
2734,1373,27,1,135688,135715,134342
2735,1374,7,2,135715,135722,134348
2736,1374,28,1,135722,135750,134376
2737,1375,57,2,135750,135807,134432
2738,1376,70,2,135807,135877,134501
2739,1376,90,2,135877,135967,134591
2740,1377,28,1,135967,135995,134618
2741,1377,72,1,135995,136067,134690
2742,1377,95,3,136067,136162,134785
2743,1378,24,2,136162,136186,134808
2744,1378,47,3,136186,136233,134855
2745,1379,20,1,136233,136253,134874
2746,1379,47,2,136253,136300,134921
2747,1379,34,3,136300,136334,134955
2748,1379,31,2,136334,136365,134986
2749,1379,89,3,136365,136454,135075
2750,1379,23,3,136454,136477,135098
2751,1380,5,1,136477,136482,135102
2752,1380,9,3,136482,136491,135111
2753,1381,40,3,136491,136531,135150
2754,1382,50,3,136531,136581,135199
2755,1383,7,1,136581,136588,135205
2756,1383,10,2,136588,136598,135215
2757,1383,8,2,136598,136606,135223
2758,1383,1,1,136606,136607,135224
2759,1383,40,3,136607,136647,135264
2760,1383,58,1,136647,136705,135322
2761,1383,72,2,136705,136777,135394
2762,1384,33,2,136777,136810,135426
2763,1384,78,1,136810,136888,135504
2764,1385,81,2,136888,136969,135584
2765,1385,81,2,136969,137050,135665
2766,1385,75,2,137050,137125,135740
2767,1386,26,2,137125,137151,135765
2768,1386,36,1,137151,137187,135801
2769,1386,62,1,137187,137249,135863
2770,1387,81,2,137249,137330,135943
2771,1388,56,2,137330,137386,135998
2772,1388,93,2,137386,137479,136091
2773,1389,78,1,137479,137557,136168
2774,1390,43,3,137557,137600,136210
2775,1390,72,3,137600,137672,136282
2776,1391,51,2,137672,137723,136332
2777,1391,93,2,137723,137816,136425
2778,1392,42,3,137816,137858,136466
2779,1393,44,2,137858,137902,136509
2780,1393,99,3,137902,138001,136608
2781,1394,70,2,138001,138071,136677
2782,1395,89,1,138071,138160,136765
2783,1396,6,3,138160,138166,136770
2784,1397,96,3,138166,138262,136865
2785,1397,5,3,138262,138267,136870
2786,1398,0,1,138267,138267,136869
2787,1398,26,2,138267,138293,136895
2788,1398,67,2,138293,138360,136962
2789,1398,72,3,138360,138432,137034
2790,1398,61,2,138432,138493,137095
2791,1398,45,2,138493,138538,137140
2792,1398,1,2,138538,138539,137141
2793,1399,20,2,138539,138559,137160
2794,1399,97,1,138559,138656,137257
2795,1400,65,3,138656,138721,137321
2796,1400,30,3,138721,138751,137351
2797,1401,78,1,138751,138829,137428
2798,1402,72,3,138829,138901,137499
2799,1402,24,2,138901,138925,137523
2800,1402,51,3,138925,138976,137574
2801,1403,24,2,138976,139000,137597
2802,1403,70,2,139000,139070,137667
2803,1403,0,1,139070,139070,137667
2804,1403,54,2,139070,139124,137721
2805,1404,56,1,139124,139180,137776
2806,1404,60,3,139180,139240,137836
2807,1404,9,1,139240,139249,137845
2808,1404,13,1,139249,139262,137858
2809,1405,76,2,139262,139338,137933
2810,1405,24,1,139338,139362,137957
2811,1406,54,3,139362,139416,138010
2812,1406,48,2,139416,139464,138058
2813,1406,98,1,139464,139562,138156
2814,1407,85,3,139562,139647,138240
2815,1407,12,3,139647,139659,138252
2816,1407,88,2,139659,139747,138340
2817,1407,12,3,139747,139759,138352
2818,1408,80,1,139759,139839,138431
2819,1408,69,1,139839,139908,138500
2820,1409,10,2,139908,139918,138509
2821,1410,86,1,139918,140004,138594
2822,1411,55,1,140004,140059,138648
2823,1412,75,1,140059,140134,138722
2824,1413,25,3,140134,140159,138746
2825,1414,35,1,140159,140194,138780
2826,1414,70,3,140194,140264,138850
2827,1415,93,2,140264,140357,138942
2828,1415,89,1,140357,140446,139031
2829,1415,10,1,140446,140456,139041
2830,1416,94,3,140456,140550,139134
2831,1416,7,2,140550,140557,139141
2832,1417,19,3,140557,140576,139159
2833,1417,84,3,140576,140660,139243
2834,1417,59,2,140660,140719,139302
2835,1418,82,2,140719,140801,139383
2836,1418,89,1,140801,140890,139472
2837,1418,93,3,140890,140983,139565
2838,1419,4,3,140983,140987,139568
2839,1420,36,3,140987,141023,139603
2840,1421,23,1,141023,141046,139625
2841,1421,38,3,141046,141084,139663
2842,1421,40,1,141084,141124,139703
2843,1422,76,3,141124,141200,139778
2844,1423,57,2,141200,141257,139834
2845,1424,15,2,141257,141272,139848
2846,1424,26,2,141272,141298,139874
2847,1425,63,1,141298,141361,139936
2848,1425,20,3,141361,141381,139956
2849,1425,31,2,141381,141412,139987
2850,1425,72,3,141412,141484,140059
2851,1426,59,2,141484,141543,140117
2852,1427,38,1,141543,141581,140154
2853,1428,76,3,141581,141657,140229
2854,1428,43,1,141657,141700,140272
2855,1428,15,3,141700,141715,140287
2856,1429,87,1,141715,141802,140373
2857,1429,68,3,141802,141870,140441
2858,1429,63,2,141870,141933,140504
2859,1430,57,1,141933,141990,140560
2860,1430,12,2,141990,142002,140572
2861,1430,27,2,142002,142029,140599
2862,1430,82,1,142029,142111,140681
2863,1431,1,1,142111,142112,140681
2864,1432,2,2,142112,142114,140682
2865,1432,23,3,142114,142137,140705
2866,1433,44,3,142137,142181,140748
2867,1433,21,3,142181,142202,140769
2868,1434,1,2,142202,142203,140769
2869,1434,11,1,142203,142214,140780
2870,1435,23,2,142214,142237,140802
2871,1436,35,1,142237,142272,140836
2872,1437,99,2,142272,142371,140934
2873,1438,6,3,142371,142377,140939
2874,1439,98,1,142377,142475,141036
2875,1440,7,3,142475,142482,141042
2876,1441,92,3,142482,142574,141133
2877,1442,38,3,142574,142612,141170
2878,1442,49,1,142612,142661,141219
2879,1443,5,3,142661,142666,141223
2880,1443,99,3,142666,142765,141322
2881,1443,72,1,142765,142837,141394
2882,1444,65,3,142837,142902,141458
2883,1445,65,3,142902,142967,141522
2884,1446,19,3,142967,142986,141540
2885,1447,96,3,142986,143082,141635
2886,1448,18,2,143082,143100,141652
2887,1449,34,1,143100,143134,141685
2888,1450,45,3,143134,143179,141729
2889,1451,52,3,143179,143231,141780
2890,1452,7,3,143231,143238,141786
2891,1452,72,3,143238,143310,141858
2892,1452,40,1,143310,143350,141898
2893,1453,40,1,143350,143390,141937
2894,1453,2,3,143390,143392,141939
2895,1453,54,3,143392,143446,141993
2896,1453,53,2,143446,143499,142046
2897,1454,65,2,143499,143564,142110
2898,1455,98,3,143564,143662,142207
2899,1455,33,2,143662,143695,142240
2900,1455,56,3,143695,143751,142296
2901,1456,50,1,143751,143801,142345
2902,1457,44,3,143801,143845,142388
2903,1457,38,1,143845,143883,142426
2904,1457,32,2,143883,143915,142458
2905,1457,14,1,143915,143929,142472
2906,1458,55,3,143929,143984,142526
2907,1459,11,3,143984,143995,142536
2908,1459,76,2,143995,144071,142612
2909,1460,12,1,144071,144083,142623
2910,1460,46,3,144083,144129,142669
2911,1460,55,2,144129,144184,142724
2912,1460,54,3,144184,144238,142778
2913,1461,94,3,144238,144332,142871
2914,1462,61,1,144332,144393,142931
2915,1463,9,1,144393,144402,142939
2916,1463,34,3,144402,144436,142973
2917,1463,24,1,144436,144460,142997
2918,1464,46,1,144460,144506,143042
2919,1464,8,1,144506,144514,143050
2920,1464,97,3,144514,144611,143147
2921,1465,86,1,144611,144697,143232
2922,1465,38,2,144697,144735,143270
2923,1466,70,2,144735,144805,143339
2924,1467,54,3,144805,144859,143392
2925,1468,58,3,144859,144917,143449
2926,1468,74,2,144917,144991,143523
2927,1468,34,2,144991,145025,143557
2928,1468,29,3,145025,145054,143586
2929,1468,45,2,145054,145099,143631
2930,1469,54,2,145099,145153,143684
2931,1470,5,1,145153,145158,143688
2932,1470,77,2,145158,145235,143765
2933,1471,94,1,145235,145329,143858
2934,1472,47,3,145329,145376,143904
2935,1472,0,1,145376,145376,143904
2936,1472,42,3,145376,145418,143946
2937,1473,2,3,145418,145420,143947
2938,1474,48,3,145420,145468,143994
2939,1475,52,1,145468,145520,144045
2940,1475,38,1,145520,145558,144083
2941,1475,67,2,145558,145625,144150
2942,1475,19,2,145625,145644,144169
2943,1475,10,3,145644,145654,144179
2944,1476,51,2,145654,145705,144229
2945,1476,55,2,145705,145760,144284
2946,1477,39,2,145760,145799,144322
2947,1477,49,1,145799,145848,144371
2948,1477,100,1,145848,145948,144471
2949,1478,37,1,145948,145985,144507
2950,1479,3,2,145985,145988,144509
2951,1480,61,1,145988,146049,144569
2952,1480,99,1,146049,146148,144668
2953,1481,53,3,146148,146201,144720
2954,1481,92,2,146201,146293,144812
2955,1481,21,1,146293,146314,144833
2956,1482,45,3,146314,146359,144877
2957,1483,46,2,146359,146405,144922
2958,1483,47,2,146405,146452,144969
2959,1484,37,2,146452,146489,145005
2960,1485,70,1,146489,146559,145074
2961,1486,6,3,146559,146565,145079
2962,1487,27,3,146565,146592,145105
2963,1488,32,2,146592,146624,145136
2964,1489,90,1,146624,146714,145225
2965,1489,96,3,146714,146810,145321
2966,1490,8,3,146810,146818,145328
2967,1490,38,3,146818,146856,145366
2968,1491,82,2,146856,146938,145447
2969,1491,11,1,146938,146949,145458
2970,1491,91,1,146949,147040,145549
2971,1492,81,3,147040,147121,145629
2972,1492,33,2,147121,147154,145662
2973,1492,3,3,147154,147157,145665
2974,1493,53,1,147157,147210,145717
2975,1493,80,2,147210,147290,145797
2976,1493,89,2,147290,147379,145886
2977,1493,34,1,147379,147413,145920
2978,1493,39,3,147413,147452,145959
2979,1493,81,3,147452,147533,146040
2980,1494,15,2,147533,147548,146054
2981,1495,98,1,147548,147646,146151
2982,1495,93,2,147646,147739,146244
2983,1495,40,1,147739,147779,146284
2984,1495,59,3,147779,147838,146343
2985,1496,78,3,147838,147916,146420
2986,1496,44,1,147916,147960,146464
2987,1496,79,2,147960,148039,146543
2988,1497,75,2,148039,148114,146617
2989,1497,7,1,148114,148121,146624
2990,1497,60,2,148121,148181,146684
2991,1498,68,3,148181,148249,146751
2992,1499,21,1,148249,148270,146771
2993,1500,93,2,148270,148363,146863
2994,1501,30,3,148363,148393,146892
2995,1501,23,2,148393,148416,146915
2996,1502,86,3,148416,148502,147000
2997,1502,16,3,148502,148518,147016
2998,1502,58,2,148518,148576,147074
2999,1503,77,1,148576,148653,147150
3000,1503,6,3,148653,148659,147156
3001,1503,82,1,148659,148741,147238
3002,1504,52,3,148741,148793,147289
3003,1504,58,2,148793,148851,147347
3004,1504,34,2,148851,148885,147381
3005,1504,71,3,148885,148956,147452
3006,1505,97,1,148956,149053,147548
3007,1505,61,1,149053,149114,147609
3008,1506,33,2,149114,149147,147641
3009,1506,7,2,149147,149154,147648
3010,1507,51,2,149154,149205,147698
3011,1507,67,3,149205,149272,147765
3012,1508,19,1,149272,149291,147783
3013,1508,26,3,149291,149317,147809
3014,1508,7,3,149317,149324,147816
3015,1508,93,2,149324,149417,147909
3016,1509,24,3,149417,149441,147932
3017,1510,91,2,149441,149532,148022
3018,1510,74,3,149532,149606,148096
3019,1511,80,1,149606,149686,148175
3020,1512,77,3,149686,149763,148251
3021,1512,5,1,149763,149768,148256
3022,1513,94,1,149768,149862,148349
3023,1513,17,3,149862,149879,148366
3024,1513,7,2,149879,149886,148373
3025,1514,64,1,149886,149950,148436
3026,1515,59,2,149950,150009,148494
3027,1516,97,3,150009,150106,148590
3028,1517,8,1,150106,150114,148597
3029,1518,33,3,150114,150147,148629
3030,1518,56,3,150147,150203,148685
3031,1518,10,3,150203,150213,148695
3032,1519,5,2,150213,150218,148699
3033,1519,37,3,150218,150255,148736
3034,1520,99,2,150255,150354,148834
3035,1520,32,2,150354,150386,148866
3036,1520,20,3,150386,150406,148886
3037,1520,54,3,150406,150460,148940
3038,1520,9,2,150460,150469,148949
3039,1520,40,3,150469,150509,148989
3040,1521,19,3,150509,150528,149007
3041,1522,80,3,150528,150608,149086
3042,1523,93,3,150608,150701,149178
3043,1524,26,3,150701,150727,149203
3044,1525,15,2,150727,150742,149217
3045,1525,1,3,150742,150743,149218
3046,1526,13,1,150743,150756,149230
3047,1527,75,1,150756,150831,149304
3048,1528,30,2,150831,150861,149333
3049,1528,69,3,150861,150930,149402
3050,1529,31,3,150930,150961,149432
3051,1529,17,3,150961,150978,149449
3052,1529,58,2,150978,151036,149507
3053,1529,34,2,151036,151070,149541
3054,1529,35,1,151070,151105,149576
3055,1530,94,1,151105,151199,149669
3056,1531,49,1,151199,151248,149717
3057,1532,30,1,151248,151278,149746
3058,1533,39,3,151278,151317,149784
3059,1534,78,1,151317,151395,149861
3060,1534,92,1,151395,151487,149953
3061,1534,55,3,151487,151542,150008
3062,1535,61,2,151542,151603,150068
3063,1536,33,1,151603,151636,150100
3064,1537,87,1,151636,151723,150186
3065,1538,75,2,151723,151798,150260
3066,1538,96,3,151798,151894,150356
3067,1538,47,3,151894,151941,150403
3068,1538,67,3,151941,152008,150470
3069,1539,83,1,152008,152091,150552
3070,1540,26,3,152091,152117,150577
3071,1540,21,1,152117,152138,150598
3072,1540,54,3,152138,152192,150652
3073,1540,10,1,152192,152202,150662
3074,1541,10,1,152202,152212,150671
3075,1542,46,1,152212,152258,150716
3076,1542,97,3,152258,152355,150813
3077,1543,22,1,152355,152377,150834
3078,1543,10,2,152377,152387,150844
3079,1544,9,3,152387,152396,150852
3080,1544,11,1,152396,152407,150863
3081,1544,64,2,152407,152471,150927
3082,1545,63,2,152471,152534,150989
3083,1545,89,2,152534,152623,151078
3084,1545,63,3,152623,152686,151141
3085,1545,44,3,152686,152730,151185
3086,1545,5,1,152730,152735,151190
3087,1546,88,3,152735,152823,151277
3088,1547,91,1,152823,152914,151367
3089,1548,85,2,152914,152999,151451
3090,1548,6,2,152999,153005,151457
3091,1548,96,2,153005,153101,151553
3092,1548,68,1,153101,153169,151621
3093,1548,16,1,153169,153185,151637
3094,1549,81,1,153185,153266,151717
3095,1550,41,1,153266,153307,151757
3096,1551,61,2,153307,153368,151817
3097,1552,11,2,153368,153379,151827
3098,1552,54,3,153379,153433,151881
3099,1552,33,2,153433,153466,151914
3100,1553,100,2,153466,153566,152013
3101,1554,33,1,153566,153599,152045
3102,1554,18,1,153599,153617,152063
3103,1554,53,2,153617,153670,152116
3104,1555,53,3,153670,153723,152168
3105,1556,100,1,153723,153823,152267
3106,1556,95,3,153823,153918,152362
3107,1556,48,3,153918,153966,152410
3108,1557,73,2,153966,154039,152482
3109,1558,51,3,154039,154090,152532
3110,1558,8,2,154090,154098,152540
3111,1558,67,3,154098,154165,152607
3112,1559,57,1,154165,154222,152663
3113,1560,88,1,154222,154310,152750
3114,1561,95,3,154310,154405,152844
3115,1561,14,2,154405,154419,152858
3116,1562,62,1,154419,154481,152919
3117,1563,40,3,154481,154521,152958
3118,1564,29,1,154521,154550,152986
3119,1564,37,3,154550,154587,153023
3120,1565,70,1,154587,154657,153092
3121,1566,3,1,154657,154660,153094
3122,1566,7,3,154660,154667,153101
3123,1566,63,1,154667,154730,153164
3124,1566,21,2,154730,154751,153185
3125,1567,6,3,154751,154757,153190
3126,1568,4,1,154757,154761,153193
3127,1569,22,1,154761,154783,153214
3128,1569,37,2,154783,154820,153251
3129,1570,93,3,154820,154913,153343
3130,1571,5,3,154913,154918,153347
3131,1572,45,3,154918,154963,153391
3132,1572,60,3,154963,155023,153451
3133,1573,23,1,155023,155046,153473
3134,1574,57,3,155046,155103,153529
3135,1574,68,1,155103,155171,153597
3136,1574,82,3,155171,155253,153679
3137,1574,46,2,155253,155299,153725
3138,1575,37,2,155299,155336,153761
3139,1576,74,3,155336,155410,153834
3140,1576,36,1,155410,155446,153870
3141,1576,77,2,155446,155523,153947
3142,1576,3,2,155523,155526,153950
3143,1577,33,2,155526,155559,153982
3144,1577,19,3,155559,155578,154001
3145,1577,64,1,155578,155642,154065
3146,1578,0,2,155642,155642,154064
3147,1579,43,2,155642,155685,154106
3148,1579,67,1,155685,155752,154173
3149,1580,67,1,155752,155819,154239
3150,1580,89,1,155819,155908,154328
3151,1580,69,3,155908,155977,154397
3152,1581,63,3,155977,156040,154459
3153,1582,10,3,156040,156050,154468
3154,1583,27,2,156050,156077,154494
3155,1583,93,3,156077,156170,154587
3156,1583,49,3,156170,156219,154636
3157,1584,5,2,156219,156224,154640
3158,1585,84,1,156224,156308,154723
3159,1585,36,3,156308,156344,154759
3160,1585,89,3,156344,156433,154848
3161,1586,51,3,156433,156484,154898
3162,1587,13,2,156484,156497,154910
3163,1588,2,3,156497,156499,154911
3164,1588,48,3,156499,156547,154959
3165,1589,32,2,156547,156579,154990
3166,1589,1,2,156579,156580,154991
3167,1590,22,3,156580,156602,155012
3168,1591,95,2,156602,156697,155106
3169,1592,55,3,156697,156752,155160
3170,1592,50,3,156752,156802,155210
3171,1593,86,2,156802,156888,155295
3172,1594,97,3,156888,156985,155391
3173,1595,23,3,156985,157008,155413
3174,1596,99,3,157008,157107,155511
3175,1596,75,1,157107,157182,155586
3176,1597,1,3,157182,157183,155586
3177,1597,51,2,157183,157234,155637
3178,1598,55,3,157234,157289,155691
3179,1598,14,2,157289,157303,155705
3180,1598,79,2,157303,157382,155784
3181,1599,16,1,157382,157398,155799
3182,1600,99,3,157398,157497,155897
3183,1601,76,3,157497,157573,155972
3184,1602,18,1,157573,157591,155989
3185,1603,53,3,157591,157644,156041
3186,1603,81,2,157644,157725,156122
3187,1604,21,1,157725,157746,156142
3188,1605,66,2,157746,157812,156207
3189,1605,91,3,157812,157903,156298
3190,1605,86,3,157903,157989,156384
3191,1606,58,1,157989,158047,156441
3192,1606,74,3,158047,158121,156515
3193,1606,92,2,158121,158213,156607
3194,1607,4,2,158213,158217,156610
3195,1607,96,2,158217,158313,156706
3196,1608,52,3,158313,158365,156757
3197,1608,38,1,158365,158403,156795
3198,1608,80,3,158403,158483,156875
3199,1609,71,2,158483,158554,156945
3200,1610,65,2,158554,158619,157009
3201,1610,41,3,158619,158660,157050
3202,1611,26,3,158660,158686,157075
3203,1612,45,2,158686,158731,157119
3204,1612,62,2,158731,158793,157181
3205,1612,31,1,158793,158824,157212
3206,1613,70,3,158824,158894,157281
3207,1614,42,3,158894,158936,157322
3208,1615,17,3,158936,158953,157338
3209,1615,18,1,158953,158971,157356
3210,1615,31,3,158971,159002,157387
3211,1615,14,1,159002,159016,157401
3212,1615,72,1,159016,159088,157473
3213,1616,11,1,159088,159099,157483
3214,1617,43,1,159099,159142,157525
3215,1618,79,3,159142,159221,157603
3216,1619,50,2,159221,159271,157652
3217,1620,56,3,159271,159327,157707
3218,1620,30,2,159327,159357,157737
3219,1621,27,1,159357,159384,157763
3220,1621,31,3,159384,159415,157794
3221,1622,36,3,159415,159451,157829
3222,1623,12,3,159451,159463,157840
3223,1623,63,3,159463,159526,157903
3224,1624,76,2,159526,159602,157978
3225,1625,78,3,159602,159680,158055
3226,1626,85,1,159680,159765,158139
3227,1627,21,2,159765,159786,158159
3228,1628,24,3,159786,159810,158182
3229,1629,97,1,159810,159907,158278
3230,1630,1,1,159907,159908,158278
3231,1631,82,3,159908,159990,158359
3232,1632,44,2,159990,160034,158402
3233,1633,45,2,160034,160079,158446
3234,1634,93,1,160079,160172,158538
3235,1634,44,3,160172,160216,158582
3236,1634,25,1,160216,160241,158607
3237,1634,77,2,160241,160318,158684
3238,1635,48,1,160318,160366,158731
3239,1636,5,2,160366,160371,158735
3240,1636,19,2,160371,160390,158754
3241,1636,40,1,160390,160430,158794
3242,1636,34,2,160430,160464,158828
3243,1636,32,2,160464,160496,158860
3244,1637,71,1,160496,160567,158930
3245,1638,22,1,160567,160589,158951
3246,1639,53,3,160589,160642,159003
3247,1640,18,3,160642,160660,159020
3248,1641,77,3,160660,160737,159096
3249,1641,23,3,160737,160760,159119
3250,1642,67,2,160760,160827,159185
3251,1643,79,1,160827,160906,159263
3252,1644,7,1,160906,160913,159269
3253,1644,47,2,160913,160960,159316
